序号	分级	字	繁体字	异体字	汉语拼音	笔画数	笔画分组	通用字分组	简化字总表（1986版）
4460	二级	桅			wéi	十画	一	次常用字	
4461	二级	栟			bēn,bīng	十画	一	通用字	
4462	二级	桉			ān	十画	一	通用字	
4463	二级	栩			xǔ	十画	一	通用字	
4464	二级	逑			qiú	十画	一	通用字	
4465	二级	逋			bū	十画	一	通用字	
4466	二级	彧			yù	十画	一	通用字	
4467	二级	鬲			gé,lì	十画	一	通用字	
4468	二级	豇			jiāng	十画	一	通用字	
4469	二级	酐			gān	十画	一	通用字	
4470	二级	逦	邐		lǐ	十画	一	通用字	第三表（丽）
4471	二级	厝			cuò	十画	一	通用字	
4472	二级	孬			nāo	十画	一	通用字	
4473	二级	砝			fǎ	十画	一	通用字	
4474	二级	砹			ài	十画	一	通用字	
4475	二级	砺	礪		lì	十画	一	通用字	第三表（万）
4476	二级	砧		碪	zhēn	十画	一	通用字	
4477	二级	砷			shēn	十画	一	通用字	
4478	二级	砟			zhǎ	十画	一	通用字	
4479	二级	砼			tóng	十画	一	通用字	
4480	二级	砥			dǐ	十画	一	通用字	
4481	二级	砣			tuó	十画	一	通用字	
4482	二级	剞			jī	十画	一	通用字	
4483	二级	砻	礱		lóng	十画	一	通用字	第三表（龙）
4484	二级	轼	軾		shì	十画	一	通用字	第三表（车）
4485	二级	轾	輊		zhì	十画	一	通用字	第三表（车）
4486	二级	辂	輅		lù	十画	一	通用字	第三表（车）
4487	二级	鸫	鶇		dōng	十画	一	通用字	第三表（东）、第三表（鸟）
4488	二级	趸	躉		dǔn	十画	一	通用字	第三表（万）
4489	二级	龀	齔		chèn	十画	丨	通用字	第三表（齿）
4490	二级	鸬	鸕		lú	十画	丨	通用字	第三表（卢）、第三表（鸟）
4491	二级	虔			qián	十画	丨	通用字	
4492	二级	逍			xiāo	十画	丨	通用字	
4493	二级	眬	矓		lóng	十画	丨	通用字	
4494	二级	唛	嘜		mà	十画	丨	通用字	第三表（麦）
4495	二级	晟			shèng,chéng	十画	丨	通用字	
4496	二级	眩			xuàn	十画	丨	通用字	
4497	二级	眙			yí,chì	十画	丨	通用字	
4498	二级	哧			chī	十画	丨	通用字	
4499	二级	哽			gěng	十画	丨	通用字	
4500	二级	唔			wù,wú,ńg,ń	十画	丨	通用字	
4501	二级	晁			cháo	十画	丨	通用字	
4502	二级	晏			yàn	十画	丨	通用字	
4503	二级	鸮	鴞		xiāo	十画	丨	通用字	第三表（鸟）
4504	二级	趵			bào,bō	十画	丨	通用字	
4505	二级	趿			tā	十画	丨	通用字	
4506	二级	畛			zhěn	十画	丨	通用字	
4507	二级	蚨			fú	十画	丨	通用字	
4508	二级	蚜			yá	十画	丨	次常用字	
4509	二级	蚍			pí	十画	丨	通用字	
4510	二级	蚋			ruì	十画	丨	通用字	
4511	二级	蚬	蜆		xiǎn	十画	丨	通用字	第三表（见）
4512	二级	蚝		蠔	háo	十画	丨	通用字	
4513	二级	蚧			jiè	十画	丨	通用字	
4514	二级	唢	嗩		suǒ	十画	丨	通用字	第三表（贝）
4515	二级	圄			yǔ	十画	丨	通用字	
4516	二级	唣		唕	zào	十画	丨	通用字	
4517	二级	唏			xī	十画	丨	通用字	
4518	二级	盎			àng	十画	丨	通用字	
4519	二级	唑			zuò	十画	丨	通用字	
4520	二级	崂	嶗		láo	十画	丨	通用字	第三表（【劳字头】）
4521	二级	崃	崍		lái	十画	丨	通用字	第三表（来）
4522	二级	罡			gāng	十画	丨	通用字	
4523	二级	罟			gǔ	十画	丨	通用字	
4524	二级	峪			yù	十画	丨	通用字	
4525	二级	觊	覬		jì	十画	丨	通用字	第三表（见）、第三表（岂）
4526	二级	赅	賅		gāi	十画	丨	通用字	第三表（贝）
4527	二级	钰	鈺		yù	十画	丿	通用字	第三表（钅）
4528	二级	钲	鉦		zhēng,zhèng	十画	丿	通用字	第三表（钅）
4529	二级	钴	鈷		gǔ	十画	丿	通用字	第三表（钅）
4530	二级	钵	鉢	盋缽	bō	十画	丿	通用字	第三表（钅）
4531	二级	钹	鈸		bó	十画	丿	通用字	第三表（钅）
4532	二级	钺	鉞		yuè	十画	丿	通用字	第三表（钅）
4533	二级	钽	鉭		tǎn	十画	丿	通用字	第三表（钅）
4534	二级	钼	鉬		mù	十画	丿	通用字	第三表（钅）
4535	二级	钿	鈿		diàn,tián	十画	丿	通用字	第三表（钅）
4536	二级	铀	鈾		yóu	十画	丿	通用字	第三表（钅）
4537	二级	铂	鉑		bó	十画	丿	通用字	第三表（钅）
4538	二级	铄	鑠		shuò	十画	丿	通用字	第三表（乐）、第三表（钅）
4539	二级	铆	鉚		mǎo	十画	丿	次常用字	第三表（钅）
4540	二级	铈	鈰		shì	十画	丿	通用字	第三表（钅）
4541	二级	铉	鉉		xuàn	十画	丿	通用字	第三表（钅）
4542	二级	铊	鉈		tā,tuó	十画	丿	通用字	第三表（钅）
4543	二级	铋	鉍		bì	十画	丿	通用字	第三表（钅）
4544	二级	铌	鈮		ní	十画	丿	通用字	第三表（钅）
4545	二级	铍	鈹		pí,pī	十画	丿	通用字	第三表（钅）
4546	二级	䥽	鏺		pō	十画	 	 	第三表（发）、第三表（钅）
4547	二级	铎	鐸		duó	十画	丿	通用字	第三表（钅）、第三表（【泽字边】）
4548	二级	氩	氬		yà	十画	丿	通用字	第三表（亚）
4549	二级	氤			yīn	十画	丿	通用字	
4550	二级	氦			hài	十画	丿	通用字	
4551	二级	毪			mú	十画	丿	通用字	
4552	二级	舐			shì	十画	丿	通用字	
4553	二级	秣			mò	十画	丿	通用字	
4554	二级	秫			shú	十画	丿	次常用字	
4555	二级	盉			hé	十画	丿	通用字	
4556	二级	笄			jī	十画	丿	通用字	
4557	二级	笕	筧		jiǎn	十画	丿	通用字	第三表（见）
4558	二级	笊			zhào	十画	丿	通用字	
4559	二级	笏			hù	十画	丿	通用字	
4560	二级	笆			bā	十画	丿	次常用字	
4561	二级	俸			fèng	十画	丿	通用字	
4562	二级	倩			qiàn	十画	丿	通用字	
4563	二级	俵			biào	十画	丿	通用字	
4564	二级	偌			ruò	十画	丿	通用字	
4565	二级	俳			pái	十画	丿	通用字	
4566	二级	俶			chù,tì	十画	丿	通用字	
4567	二级	倬			zhuō	十画	丿	通用字	
4568	二级	倏		倐儵	shū	十画	丿	通用字	
4569	二级	恁			nèn,nín	十画	丿	通用字	
4570	二级	倭			wō,wēi	十画	丿	通用字	
4571	二级	倪			ní	十画	丿	通用字	
4572	二级	俾			bǐ	十画	丿	通用字	
4573	二级	倜			tì	十画	丿	通用字	
4574	二级	隼			sǔn	十画	丿	通用字	
4575	二级	隽		雋	jùn,juàn	十画	丿	通用字	
4576	二级	倌			guān	十画	丿	通用字	
4577	二级	倥			kōng,kǒng	十画	丿	通用字	
4578	二级	臬			niè	十画	丿	通用字	
4579	二级	皋		皐臯	gāo,háo	十画	丿	通用字	
4580	二级	郫			pí	十画	丿	通用字	
4581	二级	倨			jù	十画	丿	通用字	
4582	二级	衄		衂䶊	nǜ	十画	丿	通用字	
4583	二级	颀	頎		qí	十画	丿	通用字	第三表（页）
4584	二级	徕	徠		lài,lái	十画	丿	通用字	第三表（来）
4585	二级	舫			fǎng	十画	丿	通用字	
4586	二级	釜			fǔ	十画	丿	通用字	
4587	二级	奚			xī	十画	丿	通用字	
4588	二级	衾			qīn	十画	丿	通用字	
4589	二级	胯			kuà	十画	丿	次常用字	
4590	二级	胱			guāng	十画	丿	通用字	
4591	二级	胴			dòng	十画	丿	通用字	
4592	二级	胭		臙	yān	十画	丿	通用字	
4593	二级	脍	膾		kuài	十画	丿	通用字	第三表（会）
4594	二级	胼			pián	十画	丿	通用字	
4595	二级	朕			zhèn	十画	丿	通用字	
4596	二级	脒			mǐ	十画	丿	通用字	
4597	二级	胺			àn	十画	丿	通用字	
4598	二级	鸱	鴟		chī	十画	丿	通用字	第三表（鸟）
4599	二级	玺	璽		xǐ	十画	丿	通用字	第三表（尔）
4600	二级	鸲	鴝		qú	十画	丿	通用字	第三表（鸟）
4601	二级	狷		獧	juàn	十画	丿	通用字	
4602	二级	猁			lì	十画	丿	通用字	
4603	二级	狳			yú	十画	丿	通用字	
4604	二级	猃	獫		xiǎn	十画	丿	通用字	第三表（佥）
4605	二级	狺			yín	十画	丿	通用字	
4606	二级	逖			tì	十画	丿	通用字	
4607	二级	桀			jié	十画	丿	通用字	
4608	二级	袅	裊	嫋褭嬝	niǎo	十画	丿	通用字	第三表（鸟）
4609	二级	饽	餑		bō	十画	丿	通用字	第三表（饣）
4610	二级	凇			sōng	十画	丶	通用字	
4611	二级	栾	欒		luán	十画	丶	通用字	第三表（【变字头】）
4612	二级	挛	攣		luán	十画	丶	通用字	第三表（【变字头】）
4613	二级	亳			bó	十画	丶	通用字	
4614	二级	疳			gān	十画	丶	通用字	
4615	二级	疴		痾	kē	十画	丶	通用字	
4616	二级	疸			dǎn	十画	丶	通用字	
4617	二级	疽			jū	十画	丶	通用字	
4618	二级	痈	癰		yōng	十画	丶	通用字	第一表（Y）
4619	二级	疱		皰	pào	十画	丶	通用字	
4620	二级	痂			jiā	十画	丶	通用字	
4621	二级	痉	痙		jìng	十画	丶	通用字	第三表（【径字边】）
4622	二级	衮			gǔn	十画	丶	通用字	
4623	二级	凋			diāo	十画	丶	通用字	
4624	二级	颃	頏		háng	十画	丶	通用字	第三表（页）
4625	二级	恣			zì	十画	丶	通用字	
4626	二级	旆			pèi	十画	丶	通用字	
4627	二级	旄			máo,mào	十画	丶	通用字	
4628	二级	旃			zhān	十画	丶	通用字	
4629	二级	阃	閫		kǔn	十画	丶	通用字	第三表（门）
4630	二级	阄	鬮		jiū	十画	丶	通用字	第三表（龟）、第三表（门）
4631	二级	訚	誾		yín	十画	 	 	
4632	二级	阆	閬		làng	十画	丶	通用字	第三表（门）
4633	二级	恙			yàng	十画	丶	通用字	
4634	二级	粑			bā	十画	丶	通用字	
4635	二级	朔			shuò	十画	丶	通用字	
4636	二级	郸	鄲		dān	十画	丶	通用字	第三表（单）
4637	二级	烜			xuǎn	十画	丶	通用字	
4638	二级	烨	燁	爗	yè	十画	丶	通用字	第三表（华）
4639	二级	烩	燴		huì	十画	丶	通用字	第三表（会）
4640	二级	烊			yáng,yàng	十画	丶	通用字	
4641	二级	剡			yǎn,shàn	十画	丶	通用字	
4642	二级	郯			tán	十画	丶	通用字	
4643	二级	烬	燼		jìn	十画	丶	通用字	第三表（尽）
4644	二级	涑			sù	十画	丶	通用字	
4645	二级	浯			wú	十画	丶	通用字	
4646	二级	涞	淶		lái	十画	丶	通用字	第三表（来）
4647	二级	涟	漣		lián	十画	丶	通用字	第三表（车）
4648	二级	娑			suō	十画	丶	通用字	
4649	二级	涅		湼	niè	十画	丶	通用字	
4650	二级	涠	潿		wéi	十画	丶	通用字	第三表（韦）
4651	二级	浞			zhuó	十画	丶	通用字	
4652	二级	涓			juān	十画	丶	通用字	
4653	二级	浥			yì	十画	丶	通用字	
4654	二级	涔			cén	十画	丶	通用字	
4655	二级	浜			bāng	十画	丶	通用字	
4656	二级	浠			xī	十画	丶	通用字	
4657	二级	浣		澣	huàn	十画	丶	通用字	
4658	二级	浚		濬	jùn,xùn	十画	丶	通用字	
4659	二级	悚			sǒng	十画	丶	通用字	
4660	二级	悭	慳		qiān	十画	丶	通用字	第三表（【坚字头】）
4661	二级	悝			kuī,lǐ	十画	丶	通用字	
4662	二级	悒			yì	十画	丶	通用字	
4663	二级	悌			tì	十画	丶	通用字	
4664	二级	悛			quān	十画	丶	通用字	
4665	二级	宸			chén	十画	丶	通用字	
4666	二级	窈			yǎo	十画	丶	通用字	
4667	二级	剜			wān	十画	丶	通用字	
4668	二级	诹	諏		zōu	十画	丶	通用字	第三表（讠）
4669	二级	冢		塚	zhǒng	十画	丶	通用字	
4670	二级	诼	諑		zhuó	十画	丶	通用字	第三表（讠）
4671	二级	袒		襢	tǎn	十画	丶	次常用字	
4672	二级	袢			pàn	十画	丶	通用字	
4673	二级	祯	禎		zhēn	十画	丶	通用字	第三表（贝）
4674	二级	诿	諉		wěi	十画	丶	通用字	第三表（讠）
4675	二级	谀	諛		yú	十画	丶	通用字	第三表（讠）
4676	二级	谂	諗		shěn	十画	丶	通用字	第三表（讠）
4677	二级	谄	諂	謟	chǎn	十画	丶	通用字	第三表（讠）
4678	二级	谇	誶		suì	十画	丶	通用字	第三表（讠）
4679	二级	屐			jī	十画	乛	通用字	
4680	二级	屙			ē	十画	乛	通用字	
4681	二级	陬			zōu	十画	乛	通用字	
4682	二级	勐			měng	十画	乛	通用字	
4683	二级	奘			zàng,zhuǎng	十画	乛	通用字	
4684	二级	牂			zāng	十画	乛	通用字	
4685	二级	蚩			chī	十画	乛	通用字	
4686	二级	陲			chuí	十画	乛	通用字	
4687	二级	姬			jī	十画	乛	通用字	
4688	二级	娠			shēn	十画	乛	通用字	
4689	二级	娌			lǐ	十画	乛	通用字	
4690	二级	娉			pīng	十画	乛	通用字	
4691	二级	娲	媧		wā	十画	乛	通用字	第三表（呙）
4692	二级	娩			miǎn	十画	乛	次常用字	
4693	二级	娴	嫻	嫺	xián	十画	乛	通用字	第三表（门）
4694	二级	娣			dì	十画	乛	通用字	
4695	二级	娓			wěi	十画	乛	通用字	
4696	二级	婀		娿	ē	十画	乛	通用字	
4697	二级	畚			běn	十画	乛	通用字	
4698	二级	逡			qūn	十画	乛	通用字	
4699	二级	绠	綆		gěng	十画	乛	通用字	第三表（纟）
4700	二级	骊	驪		lí	十画	乛	通用字	第三表（丽）、第三表（马）
4701	二级	绡	綃		xiāo	十画	乛	通用字	第三表（纟）
4702	二级	骋	騁		chěng	十画	乛	通用字	第三表（马）
4703	二级	绥	綏		suí	十画	乛	通用字	第三表（纟）
4704	二级	绦	縧	絛縚	tāo	十画	乛	通用字	第三表（条）、第三表（纟）
4705	二级	绨	綈		tí,tì	十画	乛	通用字	第三表（纟）
4706	二级	骎	駸		qīn	十画	乛	通用字	第三表（马）
4707	二级	邕			yōng	十画	乛	通用字	
4708	二级	鸶	鷥		sī	十画	乛	通用字	第三表（鸟）、第三表（纟）
4709	二级	彗			huì	十一画	一	通用字	
4710	二级	耜			sì	十一画	一	通用字	
4711	二级	焘	燾		dào	十一画	一	通用字	第三表（寿）
4712	二级	舂			chōng	十一画	一	通用字	
4713	二级	琏	璉		liǎn	十一画	一	通用字	第三表（车）
4714	二级	琇			xiù	十一画	一	通用字	
4715	二级	麸	麩	粰䴸	fū	十一画	一	次常用字	第三表（麦）
4716	二级	揶			yé	十一画	一	通用字	
4717	二级	埴			zhí	十一画	一	通用字	
4718	二级	埯			ǎn	十一画	一	通用字	
4719	二级	捯			dáo	十一画	一	通用字	
4720	二级	掳	擄		lǔ	十一画	一	通用字	第三表（虏）
4721	二级	掴	摑		guó	十一画	一	通用字	第三表（国）
4722	二级	埸			yì	十一画	一	通用字	
4723	二级	埵			duǒ	十一画	 	 	
4724	二级	赧			nǎn	十一画	一	通用字	
4725	二级	埤			pí,pì	十一画	 	 	
4726	二级	捭			bǎi	十一画	一	通用字	
4727	二级	逵			kuí	十一画	一	通用字	
4728	二级	埝			niàn	十一画	一	通用字	
4729	二级	堋			péng,bèng	十一画	一	通用字	
4730	二级	堍			tù	十一画	一	通用字	
4731	二级	掬			jū	十一画	一	通用字	
4732	二级	鸷	鷙		zhì	十一画	一	通用字	第三表（鸟）、第三表（执）
4733	二级	掖			yè,yē	十一画	一	次常用字	
4734	二级	捽			zuó	十一画	 	 	
4735	二级	掊			pǒu,póu	十一画	一	通用字	
4736	二级	堉			yù	十一画	一	通用字	
4737	二级	掸	撣		dǎn,shàn	十一画	一	次常用字	第三表（单）
4738	二级	捩			liè	十一画	一	通用字	
4739	二级	掮			qián	十一画	一	通用字	
4740	二级	悫	慤		què	十一画	一	通用字	第三表（壳）
4741	二级	埭			dài	十一画	一	通用字	
4742	二级	埽			sào,sǎo	十一画	一	通用字	
4743	二级	掇			duō	十一画	一	通用字	
4744	二级	掼	摜		guàn	十一画	一	通用字	第三表（贝）
4745	二级	聃			dān	十一画	一	通用字	
4746	二级	菁			jīng	十一画	一	通用字	
4747	二级	萁			qí	十一画	一	通用字	
4748	二级	菘			sōng	十一画	一	通用字	
4749	二级	堇			jīn	十一画	一	通用字	
4750	二级	萘			nài	十一画	一	通用字	
4751	二级	萋			qī	十一画	一	通用字	
4752	二级	菽			shū	十一画	一	通用字	
4753	二级	菖			chāng	十一画	一	通用字	
4754	二级	萜			tiē	十一画	一	通用字	
4755	二级	萸			yú	十一画	一	通用字	
4756	二级	萑			huán	十一画	一	通用字	
4757	二级	棻			fēn	十一画	一	通用字	
4758	二级	菔			fú	十一画	一	通用字	
4759	二级	菟			tù,tú	十一画	一	通用字	
4760	二级	萏			dàn	十一画	一	通用字	
4761	二级	萃			cuì	十一画	一	通用字	
4762	二级	菏			hé	十一画	一	通用字	
4763	二级	菹			zū	十一画	一	通用字	
4764	二级	菪			dàng	十一画	一	通用字	
4765	二级	菅			jiān	十一画	一	通用字	
4766	二级	菀			wǎn,yùn	十一画	一	通用字	
4767	二级	萦	縈		yíng	十一画	一	通用字	第三表（【劳字头】）
4768	二级	菰			gū	十一画	一	通用字	
4769	二级	菡			hàn	十一画	一	通用字	
4770	二级	梵			fàn	十一画	一	通用字	
4771	二级	梿	槤		lián	十一画	 	 	
4772	二级	梏			gù	十一画	一	通用字	
4773	二级	觋	覡		xí	十一画	一	通用字	第三表（见）
4774	二级	桴			fú	十一画	一	通用字	
4775	二级	桷			jué	十一画	一	通用字	
4776	二级	梓			zǐ	十一画	一	通用字	
4777	二级	棁			zhuō	十一画	一	通用字	
4778	二级	桫			suō	十一画	一	通用字	
4779	二级	棂	欞		líng	十一画	一	通用字	第三表（灵）
4780	二级	啬	嗇		sè	十一画	一	通用字	第二表（S）
4781	二级	郾			yǎn	十一画	一	通用字	
4782	二级	匮	匱		kuì,guì	十一画	一	通用字	第三表（贝）
4783	二级	敕		勅勑	chì	十一画	一	通用字	
4784	二级	豉			chǐ	十一画	一	通用字	
4785	二级	鄄			juàn	十一画	一	通用字	
4786	二级	酞			tài	十一画	一	通用字	
4787	二级	酚			fēn	十一画	一	通用字	
4788	二级	戛		戞	jiá	十一画	一	通用字	
4789	二级	硎			xíng	十一画	一	通用字	
4790	二级	硭			máng	十一画	一	通用字	
4791	二级	硒			xī	十一画	一	通用字	
4792	二级	硖	硤		xiá	十一画	一	通用字	第三表（夹）
4793	二级	硗	磽		qiāo	十一画	一	通用字	第三表（尧）
4794	二级	硐			dòng	十一画	一	通用字	
4795	二级	硇			náo	十一画	一	通用字	
4796	二级	硌			luò,gè	十一画	一	通用字	
4797	二级	鸸	鴯		ér	十一画	一	通用字	第三表（鸟）
4798	二级	瓠			hù	十一画	一	通用字	
4799	二级	匏			páo	十一画	一	通用字	
4800	二级	厩		廐廄	jiù	十一画	一	通用字	
4801	二级	龚	龔		gōng	十一画	一	通用字	第三表（龙）
4802	二级	殒	殞		yǔn	十一画	一	通用字	第三表（贝）
4803	二级	殓	殮		liàn	十一画	一	通用字	第三表（佥）
4804	二级	殍			piǎo	十一画	一	通用字	
4805	二级	赉	賚		lài	十一画	一	通用字	第三表（贝）、第三表（来）
4806	二级	雩			yú	十一画	一	通用字	
4807	二级	辄	輒	輙	zhé	十一画	一	通用字	第三表（车）
4808	二级	堑	塹		qiàn,zàn,jiàn	十一画	一	通用字	第三表（车）
4809	二级	眭			guì,suī	十一画	丨	通用字	
4810	二级	眦		眥	zì	十一画	丨	通用字	
4811	二级	啧	嘖		zé	十一画	丨	通用字	第三表（贝）
4812	二级	晡			bū	十一画	丨	通用字	
4813	二级	晤			wù	十一画	丨	次常用字	
4814	二级	眺		覜	tiào	十一画	丨	通用字	
4815	二级	眵			chī	十一画	丨	通用字	
4816	二级	眸			móu	十一画	丨	通用字	
4817	二级	圊			qīng	十一画	丨	通用字	
4818	二级	喏			nuò,rě	十一画	丨	通用字	
4819	二级	喵			miāo	十一画	丨	通用字	
4820	二级	啉			lán,lín	十一画	丨	通用字	
4821	二级	勖		勗	xù	十一画	丨	通用字	
4822	二级	晞			xī	十一画	丨	通用字	
4823	二级	唵			ǎn	十一画	 	 	
4824	二级	晗			hán	十一画	丨	通用字	
4825	二级	冕			miǎn	十一画	丨	次常用字	
4826	二级	啭	囀		zhuàn	十一画	丨	通用字	第三表（车）、第三表（专）
4827	二级	畦			qí	十一画	丨	次常用字	
4828	二级	趺			fū	十一画	丨	通用字	
4829	二级	啮	嚙	齧囓	niè	十一画	丨	通用字	第三表（齿）
4830	二级	跄	蹌		qiāng,qiàng	十一画	丨	通用字	第三表（仓）
4831	二级	蚶			hān	十一画	丨	通用字	
4832	二级	蛄			gū	十一画	丨	通用字	
4833	二级	蛎	蠣		lì	十一画	丨	通用字	第三表（万）
4834	二级	蛆			qū	十一画	丨	次常用字	
4835	二级	蚰			yóu	十一画	丨	通用字	
4836	二级	蛊	蠱		gǔ	十一画	丨	通用字	第三表（虫）
4837	二级	圉			yǔ	十一画	丨	通用字	
4838	二级	蚱			zhà	十一画	丨	通用字	
4839	二级	蛉			líng	十一画	丨	次常用字	
4840	二级	蛏	蟶		chēng	十一画	丨	通用字	第三表（圣）
4841	二级	蚴			yòu	十一画	丨	通用字	
4842	二级	啁			zhōu,zhāo,tiào	十一画	丨	通用字	
4843	二级	啕			táo	十一画	丨	通用字	
4844	二级	唿			hū	十一画	丨	通用字	
4845	二级	啐			cuì,qi	十一画	丨	通用字	
4846	二级	唼			shà	十一画	丨	通用字	
4847	二级	唷			yō	十一画	丨	通用字	
4848	二级	啖		啗噉	dàn	十一画	丨	通用字	
4849	二级	啵			bo	十一画	丨	通用字	
4850	二级	啶			dìng	十一画	丨	通用字	
4851	二级	啷			lāng	十一画	丨	通用字	
4852	二级	唳			lì	十一画	丨	通用字	
4853	二级	唰			shuā	十一画	 	 	
4854	二级	啜			chuò,chuài	十一画	丨	通用字	
4855	二级	帻	幘		zé	十一画	丨	通用字	第三表（贝）
4856	二级	崚			líng	十一画	 	 	
4857	二级	崦			yān	十一画	丨	通用字	
4858	二级	帼	幗		guó	十一画	丨	通用字	第三表（国）
4859	二级	崮			gù	十一画	丨	通用字	
4860	二级	崤			xiáo	十一画	丨	通用字	
4861	二级	崆			kōng	十一画	丨	通用字	
4862	二级	赇	賕		qiú	十一画	丨	通用字	
4863	二级	赈	賑		zhèn	十一画	丨	通用字	第三表（贝）
4864	二级	赊	賒		shē	十一画	丨	次常用字	第三表（贝）
4865	二级	铑	銠		lǎo	十一画	丿	通用字	第三表（钅）
4866	二级	铒	鉺		ěr	十一画	丿	通用字	第三表（钅）
4867	二级	铗	鋏		jiá	十一画	丿	通用字	第三表（夹）、第三表（钅）
4868	二级	铙	鐃		náo	十一画	丿	通用字	第三表（尧）、第三表（钅）
4869	二级	铟	銦		yīn	十一画	丿	通用字	第三表（钅）
4870	二级	铠	鎧		kǎi	十一画	丿	通用字	第三表（岂）、第三表（钅）
4871	二级	铡	鍘		zhá	十一画	丿	次常用字	第三表（贝）、第三表（钅）
4872	二级	铢	銖		zhū	十一画	丿	通用字	第三表（钅）
4873	二级	铣	銑		xiǎn,xǐ	十一画	丿	次常用字	第三表（钅）
4874	二级	铤	鋌		tǐng,dìng	十一画	丿	通用字	第三表（钅）
4875	二级	铧	鏵		huá	十一画	丿	通用字	第三表（华）、第三表（钅）
4876	二级	铨	銓		quán	十一画	丿	通用字	第三表（钅）
4877	二级	铩	鎩		shā	十一画	丿	通用字	第三表（杀）、第三表（钅）
4878	二级	铪	鉿		hā,kē	十一画	丿	通用字	第三表（钅）
4879	二级	铫	銚		diào,tiáo,yáo	十一画	丿	通用字	第三表（钅）
4880	二级	铬	鉻		gè	十一画	丿	通用字	第三表（钅）
4881	二级	铮	錚		zhēng	十一画	丿	通用字	第三表（钅）
4882	二级	铯	銫		sè	十一画	丿	通用字	第三表（钅）
4883	二级	铰	鉸		jiǎo	十一画	丿	通用字	第三表（钅）
4884	二级	铱	銥		yī	十一画	丿	通用字	第三表（钅）
4885	二级	铳	銃		chòng	十一画	丿	通用字	第三表（钅）
4886	二级	铵	銨		ǎn	十一画	丿	通用字	第三表（钅）
4887	二级	铷	銣		rú	十一画	丿	通用字	第三表（钅）
4888	二级	氪			kè	十一画	丿	通用字	
4889	二级	牾			wǔ	十一画	丿	通用字	
4890	二级	鸹	鴰		guā	十一画	丿	通用字	第三表（鸟）
4891	二级	秾	穠		nóng	十一画	丿	通用字	
4892	二级	逶			wēi	十一画	丿	通用字	
4893	二级	笺	箋	牋椾	jiān	十一画	丿	通用字	第三表（戋）
4894	二级	筇			qióng	十一画	丿	通用字	
4895	二级	笸			pǒ	十一画	丿	通用字	
4896	二级	笪			dá	十一画	丿	通用字	
4897	二级	笮			zuó,zé	十一画	丿	通用字	
4898	二级	笠			lì	十一画	丿	通用字	
4899	二级	笥			sì	十一画	丿	通用字	
4900	二级	笤			tiáo	十一画	丿	次常用字	
4901	二级	笳			jiā	十一画	丿	通用字	
4902	二级	笾	籩		biān	十一画	丿	通用字	第三表（边）
4903	二级	笞			chī	十一画	丿	通用字	
4904	二级	偾	僨		fèn	十一画	丿	通用字	第三表（贝）
4905	二级	偃			yǎn	十一画	丿	通用字	
4906	二级	偕			xié	十一画	丿	通用字	
4907	二级	偈			jì,jié	十一画	丿	通用字	
4908	二级	傀			kuǐ,guī	十一画	丿	次常用字	
4909	二级	偬		傯	zǒng	十一画	丿	通用字	
4910	二级	偻	僂		lǚ,lóu	十一画	丿	通用字	第三表（娄）
4911	二级	皑	皚		ái	十一画	丿	通用字	第三表（岂）
4912	二级	皎			jiǎo	十一画	丿	通用字	
4913	二级	鸻	鴴		héng	十一画	丿	通用字	第三表（鸟）
4914	二级	徜			cháng	十一画	丿	通用字	
4915	二级	舸			gě	十一画	丿	通用字	
4916	二级	舻	艫		lú	十一画	丿	通用字	第三表（卢）
4917	二级	舴			zé	十一画	丿	通用字	
4918	二级	舷			xián	十一画	丿	次常用字	
4919	二级	龛	龕		kān	十一画	丿	通用字	第三表（龙）
4920	二级	翎			líng	十一画	丿	次常用字	
4921	二级	脬			pāo	十一画	丿	通用字	
4922	二级	脘			wǎn	十一画	丿	通用字	
4923	二级	脲			niào	十一画	丿	通用字	
4924	二级	匐			fú	十一画	丿	通用字	
4925	二级	猗			yī,yǐ	十一画	丿	通用字	
4926	二级	猡	玀		luó	十一画	丿	通用字	第三表（罗）
4927	二级	猞			shē	十一画	丿	通用字	
4928	二级	猝			cù	十一画	丿	通用字	
4929	二级	斛			hú	十一画	丿	通用字	
4930	二级	猕	獼		mí	十一画	丿	通用字	第三表（尔）
4931	二级	馗			kuí	十一画	丿	通用字	
4932	二级	馃	餜		guǒ	十一画	丿	通用字	第三表（饣）
4933	二级	馄	餛		hún	十一画	丿	通用字	第三表（饣）
4934	二级	鸾	鸞		luán	十一画	丶	通用字	第三表（鸟）、第三表（【变字头】）
4935	二级	孰			shú	十一画	丶	通用字	
4936	二级	庹			tuǒ	十一画	丶	通用字	
4937	二级	庾			yǔ	十一画	丶	通用字	
4938	二级	痔			zhì	十一画	丶	通用字	
4939	二级	痍			yí	十一画	丶	通用字	
4940	二级	疵			cī	十一画	丶	通用字	
4941	二级	翊			yì	十一画	丶	通用字	
4942	二级	旌			jīng	十一画	丶	通用字	
4943	二级	旎			nǐ	十一画	丶	通用字	
4944	二级	袤			mào	十一画	丶	通用字	
4945	二级	阇	闍		dū,shé	十一画	丶	通用字	
4946	二级	阈	閾		yù	十一画	丶	通用字	第三表（门）
4947	二级	阉	閹		yān	十一画	丶	通用字	第三表（门）
4948	二级	阊	閶		chāng	十一画	丶	通用字	第三表（门）
4949	二级	阋	鬩		xì	十一画	丶	通用字	第三表（门）
